epoch,accuracy,loss,val_accuracy,val_loss,val_precision,val_recall,val_f1
0,0.00439453125,11.027164459228516,0.0078125,10.404413223266602,0.0058622818451568555,0.0077667288009866005,0.00580583203629937
1,0.0072656250558793545,10.518584251403809,0.01406249962747097,9.9822359085083,0.01109287902991997,0.013869996111059858,0.010656627895134132
2,0.008671875111758709,10.059619903564453,0.019296875223517418,9.587175369262695,0.01931789764126691,0.018821597373175326,0.015474365477488136
3,0.011992187239229679,9.611394882202148,0.02695312537252903,9.188445091247559,0.0266284864572536,0.026162096449985704,0.021019535502024903
4,0.01767578162252903,9.187487602233887,0.035859376192092896,8.767987251281738,0.03530348072185125,0.03489706913064787,0.029464729870758294
5,0.022929687052965164,8.747157096862793,0.04484374821186066,8.335110664367676,0.045514248403468766,0.04366406824071849,0.037717705874298
6,0.029960937798023224,8.320870399475098,0.05765625089406967,7.897484302520752,0.05332072665043612,0.0563149004537659,0.0489340168935306
7,0.03851562365889549,7.912661552429199,0.07210937142372131,7.482062339782715,0.07498256582868638,0.07060656063292453,0.06338654123008142
8,0.044609375298023224,7.536967754364014,0.0885937511920929,7.091256618499756,0.09097100524593002,0.0867133052935894,0.07826251694757125
9,0.05337890610098839,7.191410064697266,0.10039062798023224,6.738115310668945,0.11145979432847417,0.09845098503305794,0.09184233741602169
10,0.061738282442092896,6.862783432006836,0.11679687350988388,6.417008876800537,0.12621568765447777,0.11450148739322398,0.10746724706871641
11,0.07197265326976776,6.568584442138672,0.13390624523162842,6.108992099761963,0.14090458592119415,0.13153152015433006,0.12454887826917976
12,0.08031249791383743,6.281480312347412,0.14812499284744263,5.833848476409912,0.15398382099722782,0.14581453578207174,0.13960584632943887
13,0.09490234404802322,6.0166449546813965,0.16093750298023224,5.5802083015441895,0.16589088155854106,0.15840090220852407,0.15259962008881592
14,0.10267578065395355,5.788224697113037,0.1756249964237213,5.342032432556152,0.18297860205418312,0.17328837225459215,0.16833204579600164
15,0.10837890952825546,5.575078010559082,0.19078125059604645,5.131429672241211,0.19540143581755431,0.18831507674669556,0.18342119212045666
16,0.11828125268220901,5.374364852905273,0.19953125715255737,4.950331211090088,0.20261485347036168,0.19737197597067083,0.19230642978150408
17,0.1285742223262787,5.188212871551514,0.20789062976837158,4.774392127990723,0.21083717009768504,0.20548055762631645,0.20061626207577185
18,0.13673828542232513,5.025097846984863,0.21960937976837158,4.607316970825195,0.22460313154188688,0.21729123313333376,0.21311155745927468
19,0.1483789086341858,4.8750104904174805,0.22882813215255737,4.461092472076416,0.23203157990624154,0.22662660025064035,0.22263537818536255
20,0.15412110090255737,4.738112449645996,0.2453906238079071,4.322525501251221,0.24973277212017228,0.24347617000754862,0.2406158924139671
21,0.16203124821186066,4.599488735198975,0.25453126430511475,4.205410957336426,0.25759839051245725,0.2522533552957241,0.24860835068468204
22,0.17158202826976776,4.482488632202148,0.26249998807907104,4.088683128356934,0.2679909895706885,0.2603068141646233,0.2576697718160208
23,0.17890624701976776,4.372128486633301,0.27617186307907104,3.9748964309692383,0.2795799413514449,0.27423283586771996,0.27140048398524574
24,0.18542969226837158,4.272605895996094,0.2807031273841858,3.884401559829712,0.28438859645559034,0.2784304332210693,0.27607916713915887
25,0.19421875476837158,4.175497055053711,0.28984373807907104,3.7816197872161865,0.2939236951881131,0.28789739361091765,0.28530870466163316
26,0.19933593273162842,4.096184730529785,0.2903124988079071,3.700180768966675,0.29454398956163774,0.2884972968971465,0.2861280140153253
27,0.20869140326976776,4.006350517272949,0.30179688334465027,3.629185676574707,0.3055999271229158,0.2999616881026142,0.2981724225316935
28,0.21248047053813934,3.9420840740203857,0.31187498569488525,3.5448050498962402,0.3138432449609817,0.3101333295399171,0.30750032573648967
29,0.21619141101837158,3.881021499633789,0.31101563572883606,3.490187406539917,0.31407105892797715,0.30909568157362055,0.3068487479333134
30,0.2275390625,3.8092851638793945,0.32023438811302185,3.4265856742858887,0.3233829664599186,0.31867618908612194,0.3165820950222792
31,0.2258593738079071,3.7529807090759277,0.3214062452316284,3.3733696937561035,0.3237024603791693,0.3195675471428453,0.31737981344946775
32,0.22847656905651093,3.705153226852417,0.3253124952316284,3.3189101219177246,0.32808358397796833,0.3235776914882599,0.32181883815521317
33,0.23585937917232513,3.6583075523376465,0.33125001192092896,3.266719102859497,0.33255856226479485,0.3291972575828759,0.32681220185454485
34,0.24171875417232513,3.6050970554351807,0.33000001311302185,3.2338554859161377,0.33363744848010835,0.32860816988176145,0.32710521991686436
35,0.24341796338558197,3.5689356327056885,0.33421874046325684,3.2006850242614746,0.33673702095540936,0.3326134998894681,0.3309470475456856
36,0.2521093785762787,3.521864414215088,0.3342968821525574,3.1645662784576416,0.3361462730790472,0.3328266452559776,0.33138152491031747
37,0.2502734363079071,3.4948196411132812,0.33492186665534973,3.1263740062713623,0.33717630536477317,0.33337909244662556,0.3320664937154458
38,0.25556641817092896,3.4569714069366455,0.33156248927116394,3.112490177154541,0.3348540026468054,0.3298633525766633,0.32887009492321195
39,0.2550585865974426,3.4239330291748047,0.33835938572883606,3.0757570266723633,0.34096459818987485,0.3368957625678135,0.3354641878875141
40,0.2586914002895355,3.4052188396453857,0.3382812440395355,3.0508627891540527,0.3393989207421206,0.33644420697033156,0.3346033964306541
41,0.2633007764816284,3.3697926998138428,0.34203124046325684,3.0329580307006836,0.3436352061223095,0.3403415064221038,0.3387806189045835
